MMSI,# Timestamp,Latitude,Longitude,Navigational status,SOG,COG,Ship type,Width,Length,ts
219014819,05/09/2026 12:00:50,55.714862,12.589518,Unknown value,0.0,114.4,Sailing,3.0,9.0,2026-09-05 12:00:50
219014875,05/09/2026 12:00:01,56.0456,12.68684,Moored,0.0,335.9,Tug,13.0,33.0,2026-09-05 12:00:01
219014938,05/09/2026 12:03:08,55.468712,12.197663,Unknown value,0.0,,Pleasure,3.0,11.0,2026-09-05 12:03:08
219014974,05/09/2026 12:01:07,56.04519,12.691603,Under way sailing,0.0,202.4,Passenger,8.0,36.0,2026-09-05 12:01:07
219015003,05/09/2026 12:00:10,56.127085,12.312375,Unknown value,1.5,,Sailing,5.0,17.0,2026-09-05 12:00:10
219015013,05/09/2026 12:00:52,55.688665,12.618803,Unknown value,0.1,241.7,Sailing,4.0,11.0,2026-09-05 12:00:52
219015161,05/09/2026 12:06:03,56.164435,10.218998,Unknown value,0.0,,Pleasure,4.0,10.0,2026-09-05 12:06:03
219015164,05/09/2026 12:04:25,55.914183,11.672877,Unknown value,0.0,123.3,Pleasure,,,2026-09-05 12:04:25
219015232,05/09/2026 12:01:16,54.984653,12.278983,Unknown value,0.0,56.0,Sailing,3.0,10.0,2026-09-05 12:01:16
219015233,05/09/2026 12:03:25,56.409532,10.92399,Unknown value,0.6,,Pleasure,6.0,24.0,2026-09-05 12:03:25
219015364,05/09/2026 12:05:03,55.6769,12.590463,Unknown value,0.1,230.0,Tug,4.0,15.0,2026-09-05 12:05:03
219015373,05/09/2026 12:01:24,55.330157,11.14685,Unknown value,0.0,187.8,Fishing,4.0,10.0,2026-09-05 12:01:24
219015531,05/09/2026 12:00:35,55.643057,12.648935,Unknown value,0.0,0.0,Pleasure,4.0,8.0,2026-09-05 12:00:35
219015532,05/09/2026 12:00:42,55.90998,10.254638,Unknown value,0.0,152.9,Pleasure,4.0,15.0,2026-09-05 12:00:42
219015715,05/09/2026 12:01:17,55.041377,10.66938,Unknown value,0.1,62.6,Sailing,3.0,12.0,2026-09-05 12:01:17
219015833,05/09/2026 12:00:03,55.937242,11.9054,Unknown value,0.1,323.6,Sailing,3.0,8.0,2026-09-05 12:00:03
219016144,05/09/2026 12:01:37,55.059557,10.620525,Unknown value,0.0,271.9,Tug,4.0,15.0,2026-09-05 12:01:37
219016145,05/09/2026 12:00:30,54.9424,10.261692,Unknown value,0.0,,Pleasure,,,2026-09-05 12:00:30
219016194,05/09/2026 12:00:09,56.40499,10.923907,Unknown value,0.0,,Pleasure,3.0,12.0,2026-09-05 12:00:09
219016227,05/09/2026 12:01:52,55.643242,12.650263,Unknown value,0.0,105.4,Sailing,3.0,10.0,2026-09-05 12:01:52
219016306,05/09/2026 12:00:02,55.062457,10.617087,Unknown value,0.0,35.5,Other,,,2026-09-05 12:00:02
219016555,05/09/2026 12:00:04,54.875533,11.025033,Under way using engine,6.8,81.3,Passenger,18.0,96.0,2026-09-05 12:00:04
219016572,05/09/2026 12:00:36,54.935762,11.372893,Unknown value,0.0,,Cargo,6.0,25.0,2026-09-05 12:00:36
219016577,05/09/2026 12:02:34,54.65532,11.348838,Moored,0.0,52.6,HSC,8.0,20.0,2026-09-05 12:02:34
219016615,05/09/2026 12:00:01,55.972378,11.367782,Engaged in fishing,0.0,293.0,Fishing,5.0,12.0,2026-09-05 12:00:01
219016663,05/09/2026 12:02:32,55.523715,12.892192,Moored,0.0,245.8,HSC,6.0,21.0,2026-09-05 12:02:32
219016665,05/09/2026 12:00:04,54.655023,11.348313,Under way using engine,0.0,288.8,HSC,7.0,21.0,2026-09-05 12:00:04
219016668,05/09/2026 12:02:24,54.831847,11.094483,Unknown value,0.1,,Pleasure,3.0,12.0,2026-09-05 12:02:24
219016689,05/09/2026 12:00:01,55.9634,11.845883,Unknown value,0.0,214.7,Fishing,4.0,15.0,2026-09-05 12:00:01
219016692,05/09/2026 12:00:27,55.635942,12.655368,Unknown value,0.0,,Sailing,4.0,12.0,2026-09-05 12:00:27
219016747,05/09/2026 12:00:00,54.953195,12.46711,Under way using engine,0.0,28.4,HSC,8.0,26.0,2026-09-05 12:00:00
219016759,05/09/2026 12:00:03,56.40867,10.925793,Under way using engine,0.1,167.5,SAR,3.0,11.0,2026-09-05 12:00:03
219016832,05/09/2026 12:00:08,55.212402,11.244263,Under way using engine,0.1,320.6,Passenger,12.0,38.0,2026-09-05 12:00:08
219016835,05/09/2026 12:03:42,54.940605,10.710447,Unknown value,0.0,,SAR,2.0,8.0,2026-09-05 12:03:42
219016839,05/09/2026 12:00:13,55.03915,12.193867,Unknown value,0.0,186.7,Pleasure,3.0,9.0,2026-09-05 12:00:13
219016873,05/09/2026 12:00:03,56.41005,10.923667,Under way using engine,0.0,261.7,HSC,6.0,25.0,2026-09-05 12:00:03
219016906,05/09/2026 12:00:08,55.093022,10.241495,Under way using engine,0.0,46.9,Passenger,11.0,40.0,2026-09-05 12:00:08
219016938,05/09/2026 12:00:06,54.933783,10.839717,Under way using engine,7.7,291.2,Passenger,18.0,98.0,2026-09-05 12:00:06
219017033,05/09/2026 12:02:00,55.059785,10.379098,Unknown value,0.0,90.6,Pleasure,3.0,8.0,2026-09-05 12:02:00
219017105,05/09/2026 12:00:32,55.454715,12.189965,Unknown value,0.0,,Towing,6.0,16.0,2026-09-05 12:00:32
219017147,05/09/2026 12:03:27,54.933243,10.831938,Unknown value,0.0,,Pleasure,3.0,6.0,2026-09-05 12:03:27
219017191,05/09/2026 12:02:59,55.688188,12.619438,Unknown value,0.1,340.4,Pleasure,4.0,12.0,2026-09-05 12:02:59
219017204,05/09/2026 12:01:30,54.952978,12.467328,Moored,0.0,36.3,HSC,7.0,21.0,2026-09-05 12:01:30
219017412,05/09/2026 12:00:34,55.759688,12.602267,Unknown value,0.0,,SAR,2.0,8.0,2026-09-05 12:00:34
219017502,05/09/2026 12:02:29,55.96365,11.997113,Unknown value,0.1,196.0,Pleasure,4.0,13.0,2026-09-05 12:02:29
219017684,05/09/2026 12:00:21,56.415897,10.925007,Moored,0.0,302.0,Other,28.0,55.0,2026-09-05 12:00:21
219017737,05/09/2026 12:01:26,55.7206,11.708427,Unknown value,0.1,150.1,Sailing,4.0,11.0,2026-09-05 12:01:26
219017815,05/09/2026 12:00:07,55.943048,11.78288,Under way using engine,8.9,80.1,Passenger,12.0,50.0,2026-09-05 12:00:07
219017917,05/09/2026 12:00:05,54.937618,10.702812,Under way using engine,0.0,176.3,Passenger,12.0,38.0,2026-09-05 12:00:05
219018044,05/09/2026 12:01:06,56.410133,10.92465,Moored,0.1,339.9,HSC,6.0,24.0,2026-09-05 12:01:06
219018071,05/09/2026 12:04:31,55.937023,11.906323,Unknown value,0.1,,Sailing,3.0,8.0,2026-09-05 12:04:31
219018172,05/09/2026 12:00:01,56.02333,10.814463,Under way using engine,36.9,280.2,HSC,31.0,112.0,2026-09-05 12:00:01
219018248,05/09/2026 12:08:38,55.610517,12.38825,Unknown value,0.0,327.3,Pleasure,4.0,12.0,2026-09-05 12:08:38
219018254,05/09/2026 12:09:10,56.198458,12.548237,Unknown value,0.0,,Pleasure,3.0,8.0,2026-09-05 12:09:10
219018262,05/09/2026 12:00:20,54.996738,11.437785,Unknown value,0.4,313.2,Fishing,4.0,10.0,2026-09-05 12:00:20
219018405,05/09/2026 12:00:07,56.127103,12.309712,Engaged in fishing,0.0,,Fishing,4.0,10.0,2026-09-05 12:00:07
219018456,05/09/2026 12:02:34,56.15159,10.690027,Unknown value,0.1,232.8,Sailing,3.0,14.0,2026-09-05 12:02:34
219018574,05/09/2026 12:02:31,55.687723,12.615447,Unknown value,0.1,,Pleasure,4.0,11.0,2026-09-05 12:02:31
219018615,05/09/2026 12:01:29,55.04142,10.473112,Unknown value,0.0,38.0,Pleasure,3.0,9.0,2026-09-05 12:01:29
219018616,05/09/2026 12:02:58,54.869793,11.746193,Unknown value,0.0,9.7,Pleasure,,,2026-09-05 12:02:58
219018627,05/09/2026 12:05:49,55.650832,12.080063,Unknown value,0.0,255.1,Undefined,2.0,11.0,2026-09-05 12:05:49
219018733,05/09/2026 12:01:24,56.043158,12.614115,Unknown value,0.0,,Pleasure,4.0,10.0,2026-09-05 12:01:24
219018788,05/09/2026 12:00:03,54.657165,11.34943,Moored,0.0,343.6,Other,10.0,26.0,2026-09-05 12:00:03
219018789,05/09/2026 12:03:13,55.71752,10.008452,Unknown value,0.0,,Sailing,4.0,18.0,2026-09-05 12:03:13
219018852,05/09/2026 12:00:22,54.771902,11.859915,Unknown value,0.0,,Other,,,2026-09-05 12:00:22
219018855,05/09/2026 12:00:45,55.638308,12.54547,Unknown value,0.0,,Sailing,3.0,11.0,2026-09-05 12:00:45
219018965,05/09/2026 12:00:00,55.041602,10.668808,Unknown value,0.0,184.6,Pleasure,3.0,9.0,2026-09-05 12:00:00
219018998,05/09/2026 12:00:07,55.567053,10.078968,Unknown value,0.0,274.4,Fishing,4.0,8.0,2026-09-05 12:00:07
219019152,05/09/2026 12:00:35,55.176228,11.646078,Unknown value,0.1,,Sailing,3.0,11.0,2026-09-05 12:00:35
219019184,05/09/2026 12:01:30,55.30448,10.788163,Unknown value,0.1,,Pleasure,2.0,9.0,2026-09-05 12:01:30
219019246,05/09/2026 12:00:20,56.24537,10.342048,Unknown value,0.1,333.3,Sailing,4.0,,2026-09-05 12:00:20
219019249,05/09/2026 12:02:11,55.716073,10.013835,Unknown value,0.0,164.6,Pleasure,4.0,10.0,2026-09-05 12:02:11
219019354,05/09/2026 12:00:04,55.517062,11.119155,Moored,0.0,,Other,6.0,15.0,2026-09-05 12:00:04
219019441,05/09/2026 12:00:00,55.060693,10.620283,Unknown value,0.0,31.4,Diving,16.0,84.0,2026-09-05 12:00:00
219019453,05/09/2026 12:00:24,55.760112,12.603518,Unknown value,0.0,81.6,Sailing,4.0,12.0,2026-09-05 12:00:24
219019544,05/09/2026 12:00:30,55.650628,12.077215,Unknown value,0.0,138.0,Sailing,4.0,14.0,2026-09-05 12:00:30
219019558,05/09/2026 12:00:40,55.003778,11.916723,Unknown value,0.1,24.6,Sailing,4.0,12.0,2026-09-05 12:00:40
219019646,05/09/2026 12:00:13,55.990798,12.743658,Unknown value,0.0,,Sailing,4.0,11.0,2026-09-05 12:00:13
219019824,05/09/2026 12:01:13,54.849873,10.524027,Unknown value,0.0,216.7,Sailing,3.0,10.0,2026-09-05 12:01:13
219019887,05/09/2026 12:00:03,55.922583,10.32135,Under way using engine,11.4,286.4,Passenger,18.0,100.0,2026-09-05 12:00:03
219019921,05/09/2026 12:01:07,55.199553,11.491543,Unknown value,0.8,243.6,Pleasure,4.0,10.0,2026-09-05 12:01:07
219020100,05/09/2026 12:00:23,56.011457,12.206297,Unknown value,0.0,83.1,Pleasure,3.0,7.0,2026-09-05 12:00:23
219020102,05/09/2026 12:04:08,56.125562,12.312963,Unknown value,0.1,189.4,Pleasure,3.0,7.0,2026-09-05 12:04:08
219020352,05/09/2026 12:01:41,54.942497,10.260548,Unknown value,0.0,,Pleasure,5.0,14.0,2026-09-05 12:01:41
219020391,05/09/2026 12:02:26,55.058538,10.620642,Unknown value,0.2,93.5,Pilot,4.0,10.0,2026-09-05 12:02:26
219020401,05/09/2026 12:02:32,56.127225,12.312387,Unknown value,0.0,,Pleasure,3.0,11.0,2026-09-05 12:02:32
219020430,05/09/2026 12:02:02,55.761337,12.09346,Unknown value,0.0,282.7,Pleasure,4.0,9.0,2026-09-05 12:02:02
219020450,05/09/2026 12:00:16,55.033402,10.54073,Unknown value,0.0,,Pleasure,,,2026-09-05 12:00:16
219020533,05/09/2026 12:00:09,55.713492,12.637738,Restricted maneuverability,0.0,256.9,Other,12.0,66.0,2026-09-05 12:00:09
219020587,05/09/2026 12:01:20,56.16867,10.22322,Unknown value,0.1,,Sailing,4.0,11.0,2026-09-05 12:01:20
219020710,05/09/2026 12:04:44,55.05962,10.381085,Unknown value,0.2,357.4,Sailing,3.0,103.0,2026-09-05 12:04:44
219020740,05/09/2026 12:05:01,54.849368,10.524813,Unknown value,0.1,90.0,Pleasure,,,2026-09-05 12:05:01
219020754,05/09/2026 12:01:18,55.041468,10.472632,Unknown value,0.1,,Pleasure,4.0,12.0,2026-09-05 12:01:18
219020770,05/09/2026 12:01:46,55.693998,12.600108,Unknown value,0.0,,Pleasure,,,2026-09-05 12:01:46
219020802,05/09/2026 12:01:02,55.963588,11.844552,Unknown value,0.0,35.3,Sailing,4.0,12.0,2026-09-05 12:01:02
219020885,05/09/2026 12:00:35,54.942575,10.710587,Unknown value,0.0,41.0,Pleasure,5.0,15.0,2026-09-05 12:00:35
219021119,05/09/2026 12:00:07,56.137417,10.213155,Unknown value,0.0,184.1,Sailing,5.0,15.0,2026-09-05 12:00:07
219021135,05/09/2026 12:00:49,54.849935,10.524517,Unknown value,0.0,,Sailing,3.0,10.0,2026-09-05 12:00:49
219021146,05/09/2026 12:02:28,55.253242,12.373788,Unknown value,0.1,,Pleasure,4.0,9.0,2026-09-05 12:02:28
219021258,05/09/2026 12:00:21,55.679337,12.635238,Unknown value,0.3,238.7,SAR,3.0,10.0,2026-09-05 12:00:21
219021266,05/09/2026 12:00:00,55.96402,11.84535,Under way using engine,0.0,323.6,Pleasure,5.0,17.0,2026-09-05 12:00:00
219021294,05/09/2026 12:01:56,55.003928,11.916643,Unknown value,0.0,,Pleasure,4.0,12.0,2026-09-05 12:01:56
219021447,05/09/2026 12:03:38,56.208635,10.289443,Unknown value,0.0,174.7,Sailing,3.0,10.0,2026-09-05 12:03:38
219021596,05/09/2026 12:00:28,55.057757,10.616733,Moored,0.0,321.6,Law enforcement,8.0,20.0,2026-09-05 12:00:28
219021735,05/09/2026 12:00:06,55.710735,12.592145,Unknown value,0.1,330.5,Sailing,3.0,10.0,2026-09-05 12:00:06
219021795,05/09/2026 12:00:27,55.643418,12.649872,Unknown value,0.0,,Sailing,4.0,10.0,2026-09-05 12:00:27
219021844,05/09/2026 12:02:32,55.71669,12.59108,Unknown value,0.0,276.0,Sailing,3.0,10.0,2026-09-05 12:02:32
219021932,05/09/2026 12:02:34,55.216785,11.743158,Unknown value,0.1,,Pleasure,4.0,10.0,2026-09-05 12:02:34
219022051,05/09/2026 12:00:24,55.848402,12.039385,Unknown value,6.2,173.1,Pleasure,,,2026-09-05 12:00:24
219022086,05/09/2026 12:01:34,55.642437,12.651363,Unknown value,0.0,,Sailing,3.0,10.0,2026-09-05 12:01:34
219022214,05/09/2026 12:01:21,55.964352,11.844425,Unknown value,0.1,,Dredging,4.0,12.0,2026-09-05 12:01:21
219022225,05/09/2026 12:01:01,55.703103,12.731953,Unknown value,0.0,,Sailing,,,2026-09-05 12:01:01
219022260,05/09/2026 12:00:03,55.343663,11.059143,Restricted maneuverability,0.0,89.6,Dredging,11.0,27.0,2026-09-05 12:00:03
219022343,05/09/2026 12:03:47,55.469865,12.198417,Unknown value,0.1,,Pleasure,4.0,12.0,2026-09-05 12:03:47
219022352,05/09/2026 12:00:15,55.910973,10.25606,Unknown value,0.0,175.8,Sailing,4.0,12.0,2026-09-05 12:00:15
219022362,05/09/2026 12:03:34,55.216492,11.74256,Unknown value,0.0,250.8,Pleasure,3.0,10.0,2026-09-05 12:03:34
219022389,05/09/2026 12:02:30,55.760497,12.603478,Moored,0.0,200.5,Pleasure,7.0,27.0,2026-09-05 12:02:30
219022390,05/09/2026 12:02:08,55.760583,12.60358,Moored,0.0,134.0,Pleasure,7.0,27.0,2026-09-05 12:02:08
219022505,05/09/2026 12:06:28,55.478025,10.451857,Unknown value,0.1,30.7,Sailing,2.0,8.0,2026-09-05 12:06:28
219022526,05/09/2026 12:02:27,55.176748,11.643165,Unknown value,0.2,,Pleasure,6.0,13.0,2026-09-05 12:02:27
219022560,05/09/2026 12:00:07,55.096843,10.232075,Unknown value,0.1,,Sailing,,,2026-09-05 12:00:07
219022614,05/09/2026 12:02:25,55.094895,10.239888,Unknown value,0.1,218.8,Pleasure,5.0,15.0,2026-09-05 12:02:25
219022639,05/09/2026 12:00:52,55.643248,12.650517,Unknown value,0.1,,Pleasure,,,2026-09-05 12:00:52
219022668,05/09/2026 12:02:31,56.125722,12.310622,Unknown value,0.0,302.5,Diving,3.0,13.0,2026-09-05 12:02:31
219022736,05/09/2026 12:01:25,55.688813,12.618268,Unknown value,0.1,266.4,Pleasure,,,2026-09-05 12:01:25
219022885,05/09/2026 12:00:33,55.041723,10.669193,Unknown value,0.1,75.7,Sailing,,,2026-09-05 12:00:33
219022903,05/09/2026 12:00:03,55.974195,11.299597,Reserved for future amendment [HSC],0.0,5.6,HSC,31.0,109.0,2026-09-05 12:00:03
219023018,05/09/2026 12:01:34,55.688403,12.61902,Unknown value,0.1,40.8,Sailing,4.0,12.0,2026-09-05 12:01:34
219023099,05/09/2026 12:03:42,54.772245,11.860763,Unknown value,0.1,170.9,Pleasure,4.0,11.0,2026-09-05 12:03:42
219023114,05/09/2026 12:01:38,54.995152,11.88923,Unknown value,0.0,94.6,Sailing,4.0,11.0,2026-09-05 12:01:38
219023171,05/09/2026 12:00:56,55.9491,10.45274,Unknown value,0.3,10.2,Sailing,4.0,11.0,2026-09-05 12:00:56
219023225,05/09/2026 12:09:27,55.722637,11.76086,Unknown value,0.0,66.4,Sailing,4.0,10.0,2026-09-05 12:09:27
219023370,05/09/2026 12:00:36,55.178033,11.655187,Unknown value,0.0,147.0,Sailing,4.0,9.0,2026-09-05 12:00:36
219023384,05/09/2026 12:02:13,55.610532,12.38812,Unknown value,0.0,,Sailing,4.0,12.0,2026-09-05 12:02:13
219023391,05/09/2026 12:00:15,55.84955,12.573813,Unknown value,0.0,172.1,Pleasure,4.0,14.0,2026-09-05 12:00:15
219023392,05/09/2026 12:00:56,55.216408,11.74239,Unknown value,0.1,338.9,Pleasure,3.0,11.0,2026-09-05 12:00:56
219023397,05/09/2026 12:01:49,54.751463,10.673212,Unknown value,0.1,,Pleasure,,,2026-09-05 12:01:49
219023437,05/09/2026 12:01:16,54.751307,10.673558,Unknown value,0.0,,Pleasure,,,2026-09-05 12:01:16
219023467,05/09/2026 12:01:08,55.910163,10.25585,Moored,0.0,17.5,Cargo,4.0,14.0,2026-09-05 12:01:08
219023488,05/09/2026 12:01:33,55.177793,11.654083,Unknown value,0.1,,Pleasure,4.0,9.0,2026-09-05 12:01:33
219023531,05/09/2026 12:00:01,54.947747,10.257472,Under way using engine,11.5,160.8,Passenger,13.0,60.0,2026-09-05 12:00:01
219023648,05/09/2026 12:00:03,55.972155,11.370683,Under way using engine,0.0,242.4,Pilot,8.0,15.0,2026-09-05 12:00:03
219023665,05/09/2026 12:01:31,55.453953,10.666092,Unknown value,0.1,,Sailing,3.0,10.0,2026-09-05 12:01:31
219023691,05/09/2026 12:01:58,55.76283,12.602633,Unknown value,0.0,233.0,Sailing,5.0,16.0,2026-09-05 12:01:58
219023719,05/09/2026 12:03:06,55.665038,12.633578,Unknown value,0.0,,Pleasure,6.0,10.0,2026-09-05 12:03:06
219023752,05/09/2026 12:01:59,55.453743,12.186593,Unknown value,0.4,,Pleasure,3.0,12.0,2026-09-05 12:01:59
219023811,05/09/2026 12:00:20,54.833637,11.121018,Unknown value,0.0,,Pleasure,4.0,12.0,2026-09-05 12:00:20
219023833,05/09/2026 12:00:03,55.67739,11.082668,Under way using engine,0.0,75.0,Pilot,6.0,15.0,2026-09-05 12:00:03
219023834,05/09/2026 12:00:06,54.930955,10.836197,Under way using engine,19.4,154.8,Pilot,5.0,15.0,2026-09-05 12:00:06
219023843,05/09/2026 12:09:44,56.151393,10.690268,Unknown value,0.0,11.8,Pleasure,,,2026-09-05 12:09:44
219023945,05/09/2026 12:02:25,55.06,10.616833,Moored,0.0,349.0,Pilot,4.0,15.0,2026-09-05 12:02:25
219024034,05/09/2026 12:01:52,55.049397,10.613932,Unknown value,0.0,31.8,Pleasure,4.0,11.0,2026-09-05 12:01:52
219024144,05/09/2026 12:01:25,54.851408,10.524128,Unknown value,0.0,,Pleasure,4.0,12.0,2026-09-05 12:01:25
219024175,05/09/2026 12:00:02,55.538403,10.568138,Under way using engine,6.4,14.8,Pilot,5.0,15.0,2026-09-05 12:00:02
219024176,05/09/2026 12:00:02,55.592817,12.680165,Under way using engine,0.0,299.5,Pilot,5.0,15.0,2026-09-05 12:00:02
219024178,05/09/2026 12:00:04,54.571838,11.928712,Under way using engine,0.0,178.4,Pilot,5.0,15.0,2026-09-05 12:00:04
219024210,05/09/2026 12:02:34,55.761567,12.602012,Unknown value,0.0,,Pleasure,4.0,11.0,2026-09-05 12:02:34
219024229,05/09/2026 12:05:18,56.261398,10.399868,Unknown value,5.2,234.9,Pleasure,3.0,9.0,2026-09-05 12:05:18
219024281,05/09/2026 12:00:36,55.093457,10.235422,Moored,0.0,15.8,Undefined,5.0,20.0,2026-09-05 12:00:36
219024284,05/09/2026 12:00:05,54.942058,10.25755,Unknown value,0.0,359.7,Cargo,4.0,14.0,2026-09-05 12:00:05
219024336,05/09/2026 12:02:51,56.034317,12.616585,Under way using engine,4.9,48.3,Passenger,8.0,30.0,2026-09-05 12:02:51
219024350,05/09/2026 12:02:27,55.46985,12.198705,Unknown value,0.0,,Sailing,4.0,17.0,2026-09-05 12:02:27
219024477,05/09/2026 12:00:15,56.24453,10.340203,Unknown value,0.3,,Pleasure,3.0,9.0,2026-09-05 12:00:15
219024597,05/09/2026 12:01:01,55.675327,11.100373,Moored,0.0,292.6,Tug,10.0,19.0,2026-09-05 12:01:01
219024603,05/09/2026 12:00:55,55.850125,12.571842,Unknown value,0.0,,Sailing,4.0,10.0,2026-09-05 12:00:55
219024604,05/09/2026 12:00:05,55.97221,11.368525,Moored,0.0,185.4,Military,7.0,21.0,2026-09-05 12:00:05
219024675,05/09/2026 12:00:05,55.592898,12.680072,Under way using engine,0.0,219.7,Pilot,5.0,15.0,2026-09-05 12:00:05
219024676,05/09/2026 12:00:05,55.333442,11.134267,Under way using engine,0.0,245.7,Pilot,5.0,15.0,2026-09-05 12:00:05
219024702,05/09/2026 12:00:14,55.941423,11.866175,Under way using engine,0.0,291.6,Pleasure,7.0,22.0,2026-09-05 12:00:14
219024775,05/09/2026 12:00:38,56.12739,12.312467,Unknown value,0.0,187.0,Pleasure,3.0,7.0,2026-09-05 12:00:38
219024784,05/09/2026 12:00:02,56.407952,11.080512,Under way using engine,6.8,190.3,Pilot,5.0,15.0,2026-09-05 12:00:02
219024831,05/09/2026 12:00:10,55.822673,10.05199,Unknown value,0.0,265.2,Pleasure,4.0,14.0,2026-09-05 12:00:10
219024832,05/09/2026 12:00:40,55.449793,10.663692,Unknown value,0.0,347.6,Sailing,5.0,15.0,2026-09-05 12:00:40
219024886,05/09/2026 12:00:04,54.942383,10.258475,Under way using engine,0.0,227.7,Dredging,5.0,16.0,2026-09-05 12:00:04
219024937,05/09/2026 12:01:15,55.594393,12.676268,Unknown value,0.0,,Pleasure,3.0,10.0,2026-09-05 12:01:15
219025008,05/09/2026 12:04:40,55.469998,12.195108,Unknown value,0.0,,Sailing,3.0,11.0,2026-09-05 12:04:40
219025022,05/09/2026 12:05:11,54.664482,11.728368,Unknown value,0.1,,Pleasure,4.0,9.0,2026-09-05 12:05:11
219025072,05/09/2026 12:01:01,55.003645,11.916713,Unknown value,0.1,,Pleasure,4.0,11.0,2026-09-05 12:01:01
219025099,05/09/2026 12:02:23,54.91504,11.358528,Unknown value,0.0,,Sailing,3.0,9.0,2026-09-05 12:02:23
219025221,05/09/2026 12:00:03,55.058667,10.62136,Under way using engine,0.0,204.1,Tug,8.0,26.0,2026-09-05 12:00:03
219025371,05/09/2026 12:02:26,55.761878,12.602585,Unknown value,0.0,321.7,Sailing,4.0,13.0,2026-09-05 12:02:26
219025528,05/09/2026 12:00:07,55.289218,10.920017,Power-driven vessel pushing ahead or towing alongside,5.6,260.8,Tug,9.0,24.0,2026-09-05 12:00:07
219025571,05/09/2026 12:00:31,55.592278,12.352797,Unknown value,0.0,0.0,Sailing,,,2026-09-05 12:00:31
219025579,05/09/2026 12:01:41,54.816592,11.017468,Unknown value,0.0,,Pleasure,4.0,12.0,2026-09-05 12:01:41
219025633,05/09/2026 12:09:25,55.677737,11.083178,Unknown value,0.0,,Sailing,4.0,14.0,2026-09-05 12:09:25
219025637,05/09/2026 12:00:53,55.665115,12.633853,Unknown value,0.1,26.9,Pleasure,2.0,6.0,2026-09-05 12:00:53
219025654,05/09/2026 12:02:03,55.754732,11.324225,Unknown value,0.0,308.5,Pleasure,4.0,15.0,2026-09-05 12:02:03
219025774,05/09/2026 12:00:18,55.821733,10.052177,Moored,0.0,61.0,Cargo,6.0,20.0,2026-09-05 12:00:18
219025783,05/09/2026 12:01:11,56.165945,10.220427,Unknown value,0.1,261.8,Pleasure,4.0,15.0,2026-09-05 12:01:11
219025891,05/09/2026 12:03:24,55.06146,10.615402,Unknown value,0.1,,Pleasure,4.0,13.0,2026-09-05 12:03:24
219026057,05/09/2026 12:01:06,55.787518,12.595612,Unknown value,0.1,,Sailing,,,2026-09-05 12:01:06
219026068,05/09/2026 12:00:05,55.157137,11.26866,Unknown value,8.1,120.0,Sailing,4.0,12.0,2026-09-05 12:00:05
219026118,05/09/2026 12:01:43,55.096163,10.230087,Unknown value,0.0,,Sailing,4.0,11.0,2026-09-05 12:01:43
219026152,05/09/2026 12:00:39,56.209223,10.29108,Unknown value,0.0,,Pleasure,,,2026-09-05 12:00:39
219026155,05/09/2026 12:00:57,54.891545,12.048435,Unknown value,0.1,,Pleasure,4.0,,2026-09-05 12:00:57
219026159,05/09/2026 12:09:43,55.199693,11.491558,Unknown value,1.6,68.9,Sailing,4.0,11.0,2026-09-05 12:09:43
219026168,05/09/2026 12:02:15,54.994493,12.166232,Unknown value,0.0,,Pleasure,3.0,11.0,2026-09-05 12:02:15
219026175,05/09/2026 12:02:51,55.61151,12.385567,Unknown value,0.0,276.5,Sailing,4.0,12.0,2026-09-05 12:02:51
219026197,05/09/2026 12:00:02,54.889298,10.63311,Under way using engine,10.0,36.1,Passenger,13.0,50.0,2026-09-05 12:00:02
219026205,05/09/2026 12:04:01,56.126367,12.31224,Unknown value,0.1,246.8,Sailing,5.0,14.0,2026-09-05 12:04:01
219026232,05/09/2026 12:00:08,55.594493,12.6782,Unknown value,0.0,,Pleasure,4.0,11.0,2026-09-05 12:00:08
219026261,05/09/2026 12:01:42,55.865452,10.54855,Moored,0.0,275.7,HSC,10.0,36.0,2026-09-05 12:01:42
219026300,05/09/2026 12:01:58,55.690965,12.606978,Unknown value,0.0,272.2,Passenger,6.0,24.0,2026-09-05 12:01:58
219026301,05/09/2026 12:02:48,55.673252,12.584317,Unknown value,4.1,51.6,Passenger,6.0,23.0,2026-09-05 12:02:48
219026303,05/09/2026 12:00:26,55.66629,12.573527,Unknown value,5.6,210.8,Passenger,6.0,24.0,2026-09-05 12:00:26
219026304,05/09/2026 12:00:24,55.688027,12.599767,Unknown value,0.6,198.3,Passenger,6.0,24.0,2026-09-05 12:00:24
219026306,05/09/2026 12:00:03,55.711593,12.59616,Unknown value,0.7,100.2,Passenger,6.0,24.0,2026-09-05 12:00:03
219026346,05/09/2026 12:03:11,55.56879,10.078778,Unknown value,0.0,,Pleasure,5.0,16.0,2026-09-05 12:03:11
219026384,05/09/2026 12:00:05,55.826035,12.057788,Unknown value,0.0,,Pleasure,,,2026-09-05 12:00:05
219026391,05/09/2026 12:00:58,56.126302,12.313152,Unknown value,0.1,,Pleasure,4.0,13.0,2026-09-05 12:00:58
219026457,05/09/2026 12:00:01,55.913097,11.673632,Unknown value,0.0,150.1,Diving,4.0,11.0,2026-09-05 12:00:01
219026467,05/09/2026 12:00:48,55.452208,10.666762,Unknown value,0.1,,Sailing,3.0,12.0,2026-09-05 12:00:48
